id,priority,snapshot_status,effective_status,issue_type,title,assignee,source_areas,parent,authority_class,authority_claim,acceptance_semantics,hard_prerequisites,soft_relations,supersedes,explicit_paths,source_presence,stale_description_signal,write_hotspot_cluster,audit_disposition,updated_at,effective_updated_at,labels
polylogue-37t.12,1,open,open,feature,Finish and consolidate the canonical judgment transaction,,context,polylogue-37t,canonical-authority-owner,Finish and consolidate the canonical judgment transaction,bounded-resource;parity/completeness;determinism/idempotency;security/authorization;mutation/falsification;schema/contract,,polylogue-37t.1;polylogue-37t.11;polylogue-37t.2,,polylogue/cli/query_verbs.py;polylogue/core/assertion_lifecycle.py,both=1;missing/planned=1,records-landed-work+records-residual-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:47:50Z,2026-07-15T20:47:50Z,area:context;delivery:D-agent-context-coordination;horizon:frontier;lane:context-memory
polylogue-37t.14,1,open,open,task,"Evaluate evidence ancestry once for support, drift, cycles, and grounding",,context;substrate,polylogue-37t,domain-implementation-slice,,receipt/provenance;bounded-resource;cancellation/cleanup;security/authorization;mutation/falsification;schema/contract;regression-fixture,polylogue-cuxz.2,polylogue-svfj,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/172_polylogue_37t_14.md,origin-only=1,records-residual-work,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:23:11Z,2026-07-15T19:23:11Z,area:context;area:substrate;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination;spine;tech-tree
polylogue-37t.2,1,open,open,epic,Inline declaration markers: author structure in provider-neutral prose,,context;ingest,polylogue-37t,program/invariant-container,,live-evidence;receipt/provenance;bounded-resource;parity/completeness;security/authorization;schema/contract;operator-gate;regression-fixture,,polylogue-stc,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/166_polylogue_37t_2.md,origin-only=1,records-landed-work,context,retain program container; do not execute as a leaf,2026-07-15T18:20:31Z,2026-07-15T18:20:31Z,area:context;area:ingest;delivery:D-agent-context-coordination;horizon:frontier;lane:context-memory;spine
polylogue-37t.2.1,1,open,open,feature,"Land marker syntax, declarations, provenance, and typed lowering",,context;ingest;substrate,polylogue-37t.2,domain-implementation-slice,,live-evidence;receipt/provenance;bounded-resource;parity/completeness;schema/contract;regression-fixture,polylogue-o21.1,polylogue-o21,,,no-explicit-paths,,marker-work-events,retain marker lowering adapter; share event-kind vocabulary with rii.1,2026-07-15T18:20:32Z,2026-07-15T18:20:32Z,area:context;area:ingest;area:substrate;horizon:frontier
polylogue-37t.23,1,open,open,feature,"Derive session resumability from open obligations, not termination text",,context;insights,polylogue-37t,canonical-authority-owner,"Process termination and objective posture are orthogonal: the archive needs one session-level resumability projection over authority-bearing open obligations, not a second completion truth inferred from the final message.",live-evidence;receipt/provenance;bounded-resource;schema/contract;operator-gate,,polylogue-1vpm.6;polylogue-7yk5,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T12:56:55Z,2026-07-16T12:56:55Z,area:context;area:insights;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination
polylogue-3gd,1,open,open,epic,Make Polylogue self-teaching and correctly installable for agents,,context;devloop;legibility,polylogue-37t,program/invariant-container,,receipt/provenance;bounded-resource;restart/crash;security/authorization;mutation/falsification;schema/contract;regression-fixture,polylogue-37t.11.1;polylogue-d1y;polylogue-pj8,polylogue-t46.8;polylogue-z9gh.3,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/069_polylogue_3gd.md,origin-only=1,records-landed-work,context,retain program container; do not execute as a leaf,2026-07-15T20:51:25Z,2026-07-15T20:51:25Z,area:context;area:devloop;area:legibility;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination;size:L;spine
polylogue-3gd.2,1,open,open,task,Inject a comprehensive executable Polylogue manual into agent context,,context;devloop;legibility;mcp,polylogue-3gd,consolidation-owner,This supersedes every same-day tiny-bootstrap or pointer-only formulation.,live-evidence;parity/completeness;restart/crash;security/authorization;mutation/falsification;schema/contract;operator-gate;regression-fixture,,polylogue-pj8;polylogue-t46.8;polylogue-z9gh.3,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:51:28Z,2026-07-15T20:51:28Z,area:context;area:devloop;area:legibility;area:mcp;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination;size:L;spine
polylogue-3gd.3,1,open,open,task,"Install the agent integration kit through packages, clients, and Nix",,context;devloop;legibility;mcp;ops,polylogue-3gd,consolidation-owner,This supersedes every same-day small discovery-hook or downstream hard-coded tool-list formulation.,live-evidence;receipt/provenance;parity/completeness;determinism/idempotency;restart/crash;security/authorization;schema/contract;operator-gate;regression-fixture,,polylogue-3tl.7;polylogue-pj8;polylogue-t46.8;polylogue-z9gh.3,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:51:32Z,2026-07-15T20:51:32Z,area:context;area:devloop;area:legibility;area:mcp;area:ops;delivery:D-agent-context-coordination;horizon:frontier;lane:agent-coordination;size:L;spine
polylogue-3uw,1,open,open,task,Capture-completeness: the instrument's coverage error as a standing measure,,analytics;ingest;ops,polylogue-2qx,domain-implementation-slice,,live-evidence;parity/completeness;schema/contract;regression-fixture,polylogue-d1y,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/184_polylogue_3uw.md,origin-only=1,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:09:41Z,2026-07-15T20:09:41Z,area:analytics;area:ingest;area:ops;delivery:I-analytics-experiments;horizon:frontier;lane:analytics-experiments;spine;tech-tree;wave:2
polylogue-3v1,1,in_progress,in_progress,task,"Capture extension reliability + status UX: spool health, completeness, gap visibility",Sinity,ingest;web,polylogue-jlme,proof/verification-slice,,live-evidence;bounded-resource;parity/completeness;determinism/idempotency;restart/crash;schema/contract;regression-fixture,,,,docs/design/browser-capture-redesign/,symbolic=1,records-landed-work+records-residual-work,extension-capture,retain capture truth/status authority,2026-07-16T12:57:38Z,2026-07-16T12:57:38Z,area:ingest;area:web;delivery:G-live-performance;horizon:frontier;lane:capture-reliability
polylogue-41ow,1,open,open,bug,user_write.py: upsert_assertion has a reproduced TOCTOU race that silently reverts operator judgments,,correctness;storage,,canonical-authority-owner,Multi-row invariants use one immediate transaction; commutative counters elsewhere should remain atomic SQL expressions rather than sharing a coarse process lock.,determinism/idempotency;mutation/falsification;operator-gate,,polylogue-303r.5,,polylogue/storage/sqlite/archive_tiers/user_write.py,both=1,,correctness,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T16:17:37Z,2026-07-16T16:17:37Z,area:correctness;area:storage;discovered-from:dogfood-2
polylogue-4p1,1,open,open,epic,Make Query × Projection × Render the sole executable read algebra,,query;surface,polylogue-t46,program/invariant-container,"Polylogue has the pieces of one read algebra but not one authority: SessionQuerySpec, ContentProjectionSpec, ProjectionSpec, RenderSpec, CLI QueryOutputSpec/read-view handlers, MCP request types, and daemon fast paths each own overlapping semantics.",bounded-resource;parity/completeness;security/authorization;mutation/falsification;schema/contract,,polylogue-7le;polylogue-ap7;polylogue-t46.5;polylogue-z9gh.9;polylogue-z9gh.9.1,polylogue-vv2b,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/039_polylogue_4p1.md;.agent/handoffs/polylogue-gpt-pro-2026-07-07-design-reports/one-read-contract-cut.report.md;docs/plans/one-read-contract-cut.*;.agent/reports/decision-brief-2026-07-08.md,origin-only=3;symbolic=1,records-landed-work,query,retain program container; do not execute as a leaf,2026-07-16T12:57:37Z,2026-07-16T12:57:37Z,area:query;area:surface;decision;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts
polylogue-4p1.1,1,open,open,task,Route daemon split-archive fast path through SessionQuerySpec.from_params,,query;surface,polylogue-4p1,domain-implementation-slice,,parity/completeness;schema/contract,,,,polylogue/daemon/http.py;polylogue/archive/query/spec.py;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/040_polylogue_4p1_1.md,both=2;origin-only=1,,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:09:44Z,2026-07-15T20:09:44Z,area:query;area:surface;decision;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts
polylogue-4ts,1,open,open,epic,"Session lineage truth: shared content stored once, counted once, composed correctly",,lineage,,program/invariant-container,,determinism/idempotency;restart/crash;schema/contract;regression-fixture,,polylogue-38x,,docs/design/session-lineage-model.md;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/176_polylogue_4ts.md,both=1;origin-only=1,records-landed-work+records-residual-work,lineage,retain program container; do not execute as a leaf,2026-07-15T16:56:42Z,2026-07-15T16:56:42Z,area:lineage;delivery:F-lineage-compaction;horizon:frontier;lane:lineage-compaction
polylogue-4ts.3,1,open,open,bug,Distinguish subagent auto-compaction from main-session acompact,,lineage,polylogue-4ts,regression/repair-slice,,live-evidence;security/authorization;regression-fixture,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/080_polylogue_4ts_3.md;polylogue/sources/parsers/claude/code_parser.py;polylogue/sources/dispatch.py,both=2;origin-only=1,records-landed-work,lineage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:28:04Z,2026-07-15T19:28:04Z,area:lineage;delivery:F-lineage-compaction;horizon:frontier;lane:lineage-compaction
polylogue-60i5,1,open,open,epic,"Durable-tier change train: declare, reserve, migrate, prove, release",,substrate,polylogue-1xc,program/invariant-container,"(6) APPLY under stopped-daemon/single-writer authority; record pre/post versions, integrity, row parity, and per-rider behavior.",live-evidence;receipt/provenance;parity/completeness;restart/crash;security/authorization;schema/contract;operator-gate,polylogue-8jg9.5,polylogue-stc,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/174_polylogue_60i5.md,origin-only=1,records-landed-work,substrate,retain program container; do not execute as a leaf,2026-07-14T23:24:27Z,2026-07-14T23:24:27Z,area:substrate;delivery:B-storage-rebuild-bytes;horizon:frontier;lane:blob-integrity;schema:source-v8;schema:user-v6;tech-tree
polylogue-60i5.1,1,open,open,feature,Land the durable change-train manifest and lifecycle gate,,storage;substrate,polylogue-60i5,canonical-authority-owner,"Land one machine-readable DurableChangeTrain contract for source.db and user.db so a migration window is declared, admitted, reserved, backup-authorized, applied, proven, and released through one lifecycle rather than coordinated in prose.",receipt/provenance;cancellation/cleanup;parity/completeness;restart/crash;security/authorization;mutation/falsification;schema/contract;operator-gate,,polylogue-p155,,,no-explicit-paths,records-landed-work,storage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T12:56:56Z,2026-07-16T12:56:56Z,area:storage;area:substrate;delivery:B-storage-rebuild-bytes;horizon:frontier
polylogue-6mvg,1,open,open,task,Accelerate index rebuild planning and replay throughput,,daemon;performance;storage,,domain-implementation-slice,,live-evidence;bounded-resource;determinism/idempotency,,polylogue-3v1,,,no-explicit-paths,records-landed-work,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T09:55:27Z,2026-07-16T09:55:27Z,area:daemon;area:performance;area:storage
polylogue-71ey,1,open,open,bug,Make the maintenance catalog own replay execution semantics,,cli;ops;storage,polylogue-o21,regression/repair-slice,,security/authorization;schema/contract,,polylogue-9e5.31;polylogue-o21.1;polylogue-sl1,,,no-explicit-paths,,maintenance-declarations,retain maintenance pilot; hard-block on o21.1,2026-07-15T16:44:13Z,2026-07-15T16:44:13Z,area:cli;area:ops;area:storage;delivery:B-storage-rebuild;horizon:frontier;lane:storage-rebuild
polylogue-8jg9.1,1,open,open,task,"Enforce portfolio, active-set, and execution-focus invariants",,beads;devtools;ops;planning,polylogue-b054,domain-implementation-slice,Standalone .agent/tools/bead-lint.py removed (superseded); allowlist at .agent/tools/bead-lint-allow.txt unchanged.,receipt/provenance;bounded-resource;security/authorization;schema/contract;regression-fixture,polylogue-gxjh.1,,,devtools/verify_backlog_hygiene.py;devtools/workspace/frontier_report.py;.agent/tools/bead-lint.py;.beads/issues.jsonl;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/139_polylogue_8jg9_1.md;docs/devtools.md;.agent/tools/bead-lint-allow.txt;docs/comments;tests/unit/devtools/test_verify_backlog_hygiene.py;.github/workflows;.agent/scripts/bd-graph-lint,both=4;origin-only=4;missing/planned=3,records-landed-work+records-residual-work,beads-sync-policy,retain policy consumer after gxjh.1,2026-07-15T19:37:33Z,2026-07-15T19:37:33Z,area:beads;area:devtools;area:ops;area:planning;delivery:B-storage-rebuild-bytes;horizon:frontier;lane:storage-rebuild-scale;spine
