order,wave,id,priority,type,status,parents,hard_prerequisites,title,intent,done_when
72,0,polylogue-60i5,2,task,open,,,Durable-tier batch coordination: one user v4->v5 and one source v2->v3 migration window,"Cross-cutting operational constraint (the single biggest insight across the R&D specs): MANY pending designs each want a durable-tier bump — user v5: recursive-safety columns, content-variants tables, s7ae coordination messages, config-engine settings, queries/result-sets/analyses (rxdo.2, rxdo.8); source v3: compaction snapshots, ingest-fidelity fingerprints, secret-redaction tombstones, zstd blob placement.",First batch window executed with a single user-tier migration covering all ready v5 consumers; no durable migration lands outside a declared window.
73,0,polylogue-6il,2,task,open,,,devloop-integration --json --check consumed by devloop-review,"Integration lane has no machine-readable contract; review cannot see branch role, ahead count, stale ledger, replay branches, PR URLs.","- `devloop-integration --json` emits a stable schema carrying branch role, ahead count, stale ledger, replay branches, and PR URLs, mirroring the devloop-status/readiness envelope shape."
74,0,polylogue-6wnh,2,task,open,polylogue-1xc,,Bound thread refresh cost for large Codex appends,"Current 3wb closure evidence shows the old 260s append.index.graph_resolve rebuild tail is not active on recent daemon appends, but the worst current graph_resolve sample is still dominated by append.index.graph_resolve.thread_refresh: 3.020976s of a 3.040429s graph_resolve step on a 340.8 MB Codex append.","A focused benchmark or live diagnostic shows thread_refresh cost on giant Codex append/replay rows; either the implementation becomes incremental and the worst recent 340 MiB-class thread_refresh path is materially reduced, or the bead records why the current cost is the correct bounded floor with a guardrail that would catch a regression toward the 260s class."
75,0,polylogue-83u.6,2,task,open,polylogue-83u,,Attachment acquisition census by origin and byte volume,Post-v13: measure acquired/unfetched/unavailable by origin and byte volume on the live archive.,1.
76,0,polylogue-8jg9.1,2,task,open,polylogue-8jg9,,Standing backlog-hygiene invariant lint (bd devloop gate),Backlog structure trails filing unless an invariant lint enforces it (the 2026-07-03 session needed a 41-agent sweep to recover).,The lint runs in the devloop and fails on a seeded violation of each of the 5 classes; a clean backlog passes; wired into devtools verify or a bd hook.
77,0,polylogue-8jg9.2,2,task,open,polylogue-8jg9,,Blob-GC lease/orphan concurrency test (the acquire->commit race),internals.md documents the load-bearing lease model (pending_blob_refs + gc_generations bridging the acquire-blob -> write-DB-row commit window) but test-closure-matrix.yaml:179 admits it is not exercised by a dedicated test.,"A test acquires a lease, starts GC, and asserts the leased blob survives; a released-lease orphan is reclaimed; sweep_orphaned_blob_leases clears a SIGKILLed writer's lease past ORPHAN_LEASE_MAX_AGE_S."
78,0,polylogue-9e5.1,2,task,open,polylogue-9e5,,Assertion-layer adoption audit: is the flywheel used or aspirational?,Count assertions by kind/status/author_kind in the live user.db: are candidates being judged?,1.
79,0,polylogue-9e5.19,2,task,open,polylogue-9e5,,Storage-layer correctness scenario family,scenario-coverage.yaml gap 'storage-correctness' orphaned on gh#590.,"A storage-correctness scenario family exists and runs via devtools lab lanes; it covers idempotent re-ingest, FTS trigger drift, and lineage composition; scenario-coverage.yaml references this bead, not gh#590."
80,0,polylogue-9e5.24,2,task,open,polylogue-9e5,,Sink MCP analysis primitives into insights/ + api facade; delete surface-side math,"server_insight_tools.py implements analysis math directly in the MCP surface, unreachable from CLI/library: correlate_sessions (:826 Pearson r + metric-name->field map), find_similar_sessions metadata lane (:652 weighted heuristic), aggregate_sessions/workflow_shape_distribution/find_abandoned_sessions (:510/:233/:298 GROUP-BY + severity-rank + ISO-week), tool_call_latency_distribution (:131 nearest-rank percentile), compare_sessions (:559 per-key set diff).","correlate/find_similar-metadata/aggregate/workflow_shape/find_abandoned/tool_call_latency/compare have api facade methods and the MCP tools call them (grep shows no math/GROUP-BY left in server_insight_tools.py); the severity map, similarity weights, and week-bucketing are defined once in insights/; a CLI or library caller produces byte-identical aggregates to the MCP tool for a fixture archive; devtools verify green."
81,0,polylogue-9e5.25,2,task,open,polylogue-9e5,,Review zero-use MCP surfaces from affordance usage artifact,The current agent-affordance-usage demo classifies 59 MCP tools as zero captured agent use and non-operator surfaces.,1.
82,0,polylogue-9e5.26,2,task,open,polylogue-9e5,,Review zero-use CLI surfaces from affordance usage artifact,The current agent-affordance-usage demo classifies 34 CLI commands as zero captured agent use and non-operator surfaces.,1.
83,0,polylogue-9e5.27,2,task,open,polylogue-9e5,,Speed up live affordance usage surface inventory,"After switching the default family report and inventory counts away from action-row materialization, the live .agent/demos/agent-affordance-usage regeneration still took roughly 88 seconds on the full archive.",1.
84,0,polylogue-9e5.3,2,task,open,polylogue-9e5,,Column honesty audit: null/unknown density for key semantic columns,"For material_origin, tool_result_is_error/exit_code, message_type, branch_type, session_kind: null/unknown density per origin per month on the live archive.",1.
85,0,polylogue-9e5.4,2,task,open,polylogue-9e5,,Get->modify->put race audit across daemon/CLI/MCP writers,"Sweep multi-step read-then-write sequences on separate connections: blob leases, ingest_cursor updates, embedding_status transitions, fts_freshness_state.",1.
86,0,polylogue-9l5.15,2,task,open,polylogue-9l5,,Triage frontier: worth_reviewing_score + TRIAGED lifecycle — an inbox that empties,"A context-free frontier over all ~16K logical sessions (inverts the cwd-coupled find_resume_candidates): time-invariant worth_reviewing_score materialized with a decomposable breakdown (unresolved blockers, open questions, decision density, terminal state), collapsed by logical_session_id; inverted-U staleness applied at READ time (materialized staleness goes stale).",Frontier returns logical representatives with score breakdown + confidence; triage/snooze removes rows via runtime method; disposable clean-finish rows zero out while blocker sessions surface; demoted buckets visible.
87,0,polylogue-a7xr.5,2,task,open,polylogue-a7xr,,FTS trigger DDL declared twice: archive_tiers/index.py vs fts_lifecycle repair copies,"Same class as the closed fts_freshness_state double-declaration, three more objects: trigger DDL for messages_fts/session_work_events_fts/threads_fts lives in BOTH storage/sqlite/archive_tiers/index.py (:307-324, :729-767, :449-464) and storage/fts/fts_lifecycle.py (:198-233+ as _BLOCKS/_SESSION_WORK_EVENT/_THREAD trigger DDL constants used by drop-and-recreate repair).",rg finds each trigger body in exactly one module; a drift test asserts fresh-DB and repair-path trigger text are identical (normalized); rebuild + repair smoke green.
88,0,polylogue-ap7,2,task,open,polylogue-fnm,,"Semantic transcript rendering: tool-call-aware, provider-agnostic, shared CLI/web renderer registry","Transcripts render today as generic message/block sequences — the same flat treatment for a prose paragraph, a 400-line Bash result, an Edit diff, and a Task dispatch.","On the seeded corpus: Edit shows a highlighted diff, Bash shows exit-badged folded output, Task shows a linked subagent card — in BOTH web and CLI; unknown tools render as today; structure-parity snapshot tests green across backends; a before/after recording of one real session is committed as the demo asset (3tl.5 machinery)."
89,0,polylogue-cpf.4,2,task,open,polylogue-cpf,,Enforce degrade-loudly: sweep silent soft-failure paths to carry a signal,"The cpf degraded-mode doctrine says ""degrade loudly once"", but a deep read (2026-07-05) found the codebase systematically degrades SILENTLY on derived/fallback/probe paths — robust (never crashes) but serves incomplete/stale data with no signal, which for a system-of-record is a construct-validity hole.","Each identified silent soft-fail path (probe fail-closed, lineage truncation, timeout-to-empty, fallback data-drop) either emits a typed degradation signal consumers can read, or logs-loudly-once; a reader/agent can distinguish ""no data"" from ""degraded/timed-out/truncated""."
