order,wave,id,priority,issue_type,status,title,root,parent,release,release_name,lane,original_readiness_grade,upgraded_readiness_grade,had_acceptance_criteria,acceptance_patch_added,verification_lane,proof_artifact_path,security_impact,data_loss_impact,migration_impact,public_claim_impact
300,0,polylogue-a7xr.9,3,chore,open,"Mechanical helper dedup sweep: scalar coercion quadruplet, _table_exists x40, provenance vocab x6, title/tags mixin",polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.9.md,False,False,True,False
301,0,polylogue-bby.6,3,chore,open,Interaction debt: replace window.prompt(); de-drift the JS renderer,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.6.md,False,False,False,False
302,0,polylogue-jnj.7,3,chore,open,Provider-token leakage cleanup in public CLI help,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.7.md,False,True,False,False
303,0,polylogue-jsy,3,chore,open,Harden blob hash validation + drop misleading symlink check,polylogue-kwsb,polylogue-kwsb,A-trust-floor,Trust floor,security-privacy,E-spec-needed,D-horizon-ready,False,True,negative Host/Origin/token/spool/security fixture suite,artifacts/A-trust-floor/polylogue-jsy.md,True,True,False,False
304,4,polylogue-kwsb,2,epic,open,Security & privacy: the archive can forget on purpose and never leaks secrets,polylogue-kwsb,,A-trust-floor,Trust floor,security-privacy,A-implementation-ready,A-implementation-ready,True,False,negative Host/Origin/token/spool/security fixture suite,artifacts/A-trust-floor/polylogue-kwsb.md,True,False,False,False
305,0,polylogue-0aj,3,feature,open,Declared write-effects chain: post-commit effects as registry entries,polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-0aj.md,False,False,False,False
306,1,polylogue-5wp,2,task,open,"Insights as declared derived views: dissolve the stage, materialize by policy",polylogue-5wp,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-5wp.md,False,False,True,False
307,1,polylogue-1jc,3,feature,open,Learned defaults: the archive proposes your configuration as judged candidates,polylogue-w8db,polylogue-w8db,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,D-horizon-ready,D-horizon-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-1jc.md,False,False,True,False
308,0,polylogue-1xc.10,3,feature,open,Design spike: express session insights + aggregates as declared derived views over a single refresh engine,polylogue-1xc,polylogue-1xc,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",storage-rebuild-scale,D-horizon-ready,D-horizon-ready,True,False,"large-corpus rebuild probe, blue-green generation swap proof, WAL/resource envelope report",artifacts/B-storage-rebuild-bytes/polylogue-1xc.10.md,False,True,False,False
309,1,polylogue-1xc,1,epic,open,Scale-hardening: bugs that only bite on real-scale archives,polylogue-1xc,,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",storage-rebuild-scale,A-implementation-ready,A-implementation-ready,True,False,"large-corpus rebuild probe, blue-green generation swap proof, WAL/resource envelope report",artifacts/B-storage-rebuild-bytes/polylogue-1xc.md,False,True,False,False
310,1,polylogue-2n6,3,feature,open,Harness remote-control lane: drive Claude Code / Codex sessions from Polylogue surfaces,polylogue-2n6,,N-horizon,Horizon and vision work,horizon-spec,E-spec-needed,D-horizon-ready,False,True,decision memo or execution-grade spec with explicit pull-forward gate,artifacts/N-horizon/polylogue-2n6.md,False,False,True,False
311,0,polylogue-30h,3,feature,open,Display titles: synthesize when the stored title is a first-prompt echo,polylogue-30h,,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-30h.md,False,False,False,False
312,1,polylogue-37t.10,3,feature,open,Setup evolution via judged candidates: hooks/context-specs/cookbook changes proposed as evidence-linked assertions,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,E-spec-needed,D-horizon-ready,False,True,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-37t.10.md,False,False,False,False
313,0,polylogue-37t.18,3,feature,open,"Second-brain entity graph: structural-vs-candidate mention split, backlinks, topic co-occurrence",polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,D-horizon-ready,D-horizon-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-37t.18.md,False,False,True,False
314,0,polylogue-37t.19,3,feature,open,"Semantic notification policy: route CONTENT signals through the existing fan-out, fatigue-controlled",polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,D-horizon-ready,D-horizon-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-37t.19.md,False,False,False,False
315,1,polylogue-37t.20,3,feature,open,Cross-project recall(task_hint) MCP tool: most-similar prior sessions + their lessons across all repos,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-37t.20.md,False,False,False,False
316,1,polylogue-37t.21,3,feature,open,Prompt/meta-workflow distillery: induce parametrized meta-prompts from high-value past sessions,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,D-horizon-ready,D-horizon-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-37t.21.md,False,False,True,False
317,0,polylogue-37t.9,3,feature,open,Agent self-experimentation rail: PROMPT_EVAL writer + context-spec variation + background candidate passes,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,E-spec-needed,D-horizon-ready,False,True,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-37t.9.md,False,False,False,False
318,1,polylogue-3gd.1,3,feature,open,polylogue doctor + adoption telemetry: why-zero-usage diagnosis with a relevance control,polylogue-37t,polylogue-3gd,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,D-horizon-ready,D-horizon-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-3gd.1.md,False,False,True,False
319,2,polylogue-3gd,1,feature,open,Activation layer: the agent-side setup that makes the substrate get used at all,polylogue-37t,polylogue-37t,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,A-implementation-ready,A-implementation-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-3gd.md,False,False,False,False
320,3,polylogue-37t,2,epic,open,Agent context/memory loop: declared claims -> judgment -> preamble -> reboot,polylogue-37t,,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,A-implementation-ready,A-implementation-ready,True,False,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-37t.md,False,False,False,False
321,0,polylogue-3tl.6,3,feature,open,Publish the normalized session model as a versioned interchange schema,polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.6.md,False,False,True,True
322,1,polylogue-3xx,3,feature,open,"Verb-behavior and ops preferences bundle: confirmations, judge defaults, copy formats, spend, quiesce",polylogue-w8db,polylogue-w8db,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,D-horizon-ready,D-horizon-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-3xx.md,False,False,False,False
323,0,polylogue-45i,3,feature,open,Datasette lane: the archive as an explorable SQLite exhibit,polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-45i.md,False,False,True,True
324,0,polylogue-4822,3,feature,open,Curated polylogue.sdk + frozen public models: the external-consumer boundary lynchpin needs,polylogue-4822,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-4822.md,False,False,True,False
325,0,polylogue-7fj,3,feature,open,Ingest beads issue history as a Polylogue evidence source,polylogue-rii,polylogue-rii,D-agent-context-coordination,"Agent context, memory, and coordination",agent-substrate,D-horizon-ready,D-horizon-ready,True,False,agent workflow catalog run and adoption telemetry report,artifacts/D-agent-context-coordination/polylogue-7fj.md,False,False,False,False
326,1,polylogue-4c0,2,task,open,Beads-native work loop: session<->bead cross-links and archive-rendered work history,polylogue-rii,polylogue-rii,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,A-implementation-ready,A-implementation-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-4c0.md,False,False,False,False
327,2,polylogue-rii,2,epic,open,Live substrate intake: agents write work-events; evidence materializes in-loop,polylogue-rii,,D-agent-context-coordination,"Agent context, memory, and coordination",context-memory,A-implementation-ready,A-implementation-ready,True,False,context scheduler ledger fixture and candidate judgment queue proof,artifacts/D-agent-context-coordination/polylogue-rii.md,False,False,False,False
328,1,polylogue-7xv,3,feature,open,Native git/repo awareness: session-to-commit/branch/repo correlation in Polylogue,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-7xv.md,False,False,False,False
329,0,polylogue-83u.5,3,feature,open,Blob store zstd compression (36GB -> est 5-8GB),polylogue-83u,polylogue-83u,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",blob-integrity,E-spec-needed,D-horizon-ready,False,True,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/B-storage-rebuild-bytes/polylogue-83u.5.md,False,True,True,False
330,1,polylogue-83u,1,epic,open,"Attachment & blob evidence integrity: bytes exist, are honest, and stay affordable",polylogue-83u,,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",blob-integrity,B-local-inspection-needed,B-local-inspection-needed,True,False,"leased-blob race fixture, blob-reference resolver report, SHA-256 restore/compression proof",artifacts/B-storage-rebuild-bytes/polylogue-83u.md,False,True,False,False
331,3,polylogue-9l5.10,3,feature,open,"Process mining: workflow motifs, transition models, bottleneck discovery",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.10.md,False,False,False,True
332,3,polylogue-9l5.11,3,feature,open,Predictive advisories: calibrated classical models on structural labels,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.11.md,False,False,False,True
333,3,polylogue-9l5.12,3,feature,open,"Information-theoretic and graph measures: redundancy, diversity, tree shapes",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.12.md,False,False,False,True
334,0,polylogue-9l5.3,3,feature,open,Pathology epidemiology: corpus-level rates and trends,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,E-spec-needed,D-horizon-ready,False,True,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.3.md,False,False,False,True
335,0,polylogue-9l5.4,3,feature,open,Token-economy analytics: cache-lane and attention accounting,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,E-spec-needed,D-horizon-ready,False,True,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.4.md,False,False,False,True
336,0,polylogue-9l5.5,3,feature,open,Ship opinionated saved views as product defaults,polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,E-spec-needed,D-horizon-ready,False,True,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.5.md,False,False,False,True
337,3,polylogue-9l5.9,3,feature,open,"Survival analysis: session duration, abandonment hazard, time-to-outcome",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.9.md,False,False,False,True
338,1,polylogue-b1n,3,feature,open,WebUI-driven posting: operator drives web chats from the workbench,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-b1n.md,False,False,False,False
339,0,polylogue-bby.12,3,feature,open,Session replay: play a session back the way it happened,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,D-horizon-ready,D-horizon-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.12.md,False,False,False,False
340,0,polylogue-bby.13,3,feature,open,The day page: a daily narrative the operator actually reads,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,D-horizon-ready,D-horizon-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.13.md,False,False,False,False
341,0,polylogue-bby.2,3,feature,open,Query completions + expression explain in the web search box,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.2.md,False,False,False,False
342,0,polylogue-bby.3,3,feature,open,Aggregate analytics views in the web UI,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.3.md,False,False,False,False
343,0,polylogue-bby.4,3,feature,open,Live session tailing as a first-class mode,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.4.md,False,False,False,False
344,0,polylogue-bby.5,3,feature,open,Long-session navigation: phases/windows/minimap,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,E-spec-needed,D-horizon-ready,False,True,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.5.md,False,False,False,False
345,2,polylogue-bfv,3,feature,open,Advisory hooks: archive-informed PreToolUse/UserPromptSubmit responses,polylogue-bfv,,D-agent-context-coordination,"Agent context, memory, and coordination",agent-coordination,E-spec-needed,D-horizon-ready,False,True,two-agent separate-worktree proof with before/after coordination envelopes,artifacts/D-agent-context-coordination/polylogue-bfv.md,False,False,True,False
346,0,polylogue-fnm.3,3,feature,open,"SEQ modifiers: within:<duration> and {n,} occurrence counts",polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.3.md,False,False,False,False
347,0,polylogue-fnm.5,3,feature,open,topic-pack: staged multi-channel topic-lineage retrieval,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.5.md,False,False,False,False
348,0,polylogue-fnm.7,3,feature,open,Generalized child-count predicates: count(unit where ...) comparisons,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.7.md,False,False,False,False
349,0,polylogue-fnm.8,3,feature,open,Lineage scope operator: logical: prefix expands predicates across the session family,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.8.md,False,False,False,False
350,0,polylogue-fs1.10,3,feature,open,Spec-cards: sessions as portable benchmark items (leakage-gated export),polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.10.md,False,False,True,False
351,0,polylogue-fs1.2,3,feature,open,Importer: NeMo Relay ATOF/ATIF runtime spans,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.2.md,False,False,False,False
352,0,polylogue-fs1.3,3,feature,open,Per-source coverage/fidelity declaration for Hermes imports,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.3.md,False,False,True,False
353,0,polylogue-fs1.5,3,feature,open,Export: Atropos/eval JSONL downstream of the canonical archive,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.5.md,False,False,False,False
354,2,polylogue-fs1.6,3,feature,open,"Fully-sovereign loop demo: local Hermes -> archive -> local embeddings -> judged memory -> injection, air-gapped",polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.6.md,False,False,False,False
355,0,polylogue-fs1.7,3,feature,open,Upstream native integration: lifecycle hooks / polylogue-hook support in the open-source Hermes agent,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.7.md,False,False,False,False
356,0,polylogue-fs1.9,3,feature,open,Polylogue->Sinex derived agent-trace event emitter,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.9.md,False,False,False,False
357,0,polylogue-jnj.9,3,feature,open,Intentional runtime/deployment configuration surface,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.9.md,False,False,False,False
358,0,polylogue-l4kf.1,3,feature,open,polylogue-export origin + CIF envelope: import(export(A)) is a content-hash no-op,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-l4kf.1.md,False,False,False,False
359,1,polylogue-mhx.5,3,feature,open,"Semantic analytics surfaces: topics/clustering, novelty, near-duplicate assist",polylogue-mhx,polylogue-mhx,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,E-spec-needed,D-horizon-ready,False,True,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.5.md,False,False,False,False
360,2,polylogue-mhx,2,epic,open,"Embedding substrate: provider-general, honest lifecycle, retrieval that earns its cost",polylogue-mhx,,J-embeddings-retrieval,Embeddings and semantic retrieval,embeddings-retrieval,A-implementation-ready,A-implementation-ready,True,False,"FTS/vector/hybrid retrieval eval, provider abstraction tests, bounded-vector-work fixture",artifacts/J-embeddings-retrieval/polylogue-mhx.md,False,False,True,False
361,0,polylogue-scd,3,feature,open,Cross-surface handoff: polylogue open + copy-as-command everywhere,polylogue-jnj,polylogue-jnj,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-scd.md,False,False,False,False
362,0,polylogue-uiw,3,feature,open,Origin breadth: enumerate the target set + generic openai-chat-shape detector,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-uiw.md,False,False,False,False
363,0,polylogue-wmj,3,feature,open,OTel GenAI trace export lane,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-wmj.md,False,False,False,False
364,1,polylogue-0cg,3,feature,open,OTel GenAI semantic-conventions ingest: any instrumented agent framework becomes an origin,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-0cg.md,False,False,False,False
365,0,polylogue-y0b,3,feature,open,"Generated codebase atlas: the grok report as a rendered, drift-checked doc",polylogue-3tl,polylogue-3tl,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,E-spec-needed,D-horizon-ready,False,True,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-y0b.md,False,False,False,True
366,2,polylogue-3tl,1,epic,open,"External legibility: a stranger can understand, run, and cite Polylogue",polylogue-3tl,,L-external-legibility,"External legibility, demos, and launch",docs-demos-launch,B-local-inspection-needed,B-local-inspection-needed,True,False,"one-command demo log, claims-ledger coverage report, install matrix, cold-reader proof",artifacts/L-external-legibility/polylogue-3tl.md,False,False,False,True
367,1,polylogue-y8w,3,feature,open,"Reading preferences bundle: per-scope views, fold budgets, rows, pager",polylogue-w8db,polylogue-w8db,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,D-horizon-ready,D-horizon-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-y8w.md,False,False,False,False
368,2,polylogue-w8db,2,epic,open,Configuration doctrine + DB-backed runtime preferences,polylogue-w8db,,E-variants-preferences,"Content variants, preferences, and transformed views",variants-preferences,A-implementation-ready,A-implementation-ready,True,False,mixed-language variant fixture with source/variant/alignment rendering in CLI/web/MCP,artifacts/E-variants-preferences/polylogue-w8db.md,False,False,True,False
369,1,polylogue-yp0,3,feature,open,"Daemon internal event bus: loops subscribe, polling retires",polylogue-a7xr,polylogue-a7xr,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,E-spec-needed,D-horizon-ready,False,True,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-yp0.md,False,False,True,False
370,2,polylogue-9e5,3,epic,open,Audit lane: read-only analyses producing evidence artifacts,polylogue-9e5,,A-trust-floor,Trust floor,usage-cost-honesty,D-horizon-ready,D-horizon-ready,True,False,usage/cost reconciliation report with disjoint lanes and empty-evidence tests,artifacts/A-trust-floor/polylogue-9e5.md,False,False,False,True
371,0,polylogue-9l5.18,3,epic,open,"Missing data-model units: entity-mention, world-effect, verification-run, project, topic-cluster, cross-origin-thread",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,D-horizon-ready,D-horizon-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.18.md,False,False,True,True
372,2,polylogue-a7xr,3,epic,open,Substrate consolidation: kill the storage twins and split the god-modules,polylogue-a7xr,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-a7xr.md,False,False,False,False
373,1,polylogue-jnj,3,epic,open,Product surface algebra: one rule per concern across CLI/config/onboarding,polylogue-jnj,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,E-spec-needed,D-horizon-ready,False,True,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-jnj.md,False,False,False,False
374,0,polylogue-s8q,4,bug,open,Make deployed Polylogue state trustworthy; captures queryable,polylogue-8jg9,polylogue-8jg9,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",storage-rebuild-scale,D-horizon-ready,D-horizon-ready,True,False,"large-corpus rebuild probe, blue-green generation swap proof, WAL/resource envelope report",artifacts/B-storage-rebuild-bytes/polylogue-s8q.md,False,True,False,False
