lane,file,line,ctx,start,end,call,op,tables,sql,norm,params
async,polylogue/storage/sqlite/queries/session_events.py,121,get_session_event_compaction_counts,113,135,execute,DYNAMIC/OTHER,session_events,"f""""""
            SELECT session_id, COUNT(*) AS compaction_count
            FROM session_events
            WHERE session_id IN ({placeholders})
              AND event_type = 'compaction'
            GROUP BY session_id
            """"""","f"""""" SELECT session_id, COUNT(*) AS compaction_count FROM session_events WHERE session_id IN ({placeholders}) AND event_type = 'compaction' GROUP BY session_id """"""",tuple(session_ids)
async,polylogue/storage/sqlite/queries/session_insight_profile_reads.py,32,get_session_profile,28,37,execute,SELECT,session_profiles,"""SELECT * FROM session_profiles WHERE session_id = ?""",SELECT * FROM session_profiles WHERE session_id = ?,"(session_id,)"
async,polylogue/storage/sqlite/queries/session_insight_profile_reads.py,47,get_session_profiles_batch,40,52,execute,DYNAMIC/OTHER,session_profiles,"f""SELECT * FROM session_profiles WHERE session_id IN ({placeholders})""","f""SELECT * FROM session_profiles WHERE session_id IN ({placeholders})""",tuple(session_ids)
async,polylogue/storage/sqlite/queries/session_insight_profile_reads.py,116,list_session_profiles,55,118,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_profile_writes.py,26,_table_has_column,21,30,execute,DYNAMIC/OTHER,,"f""PRAGMA table_info({table})""","f""PRAGMA table_info({table})""",
async,polylogue/storage/sqlite/queries/session_insight_run_projection_reads.py,45,_table_exists,44,49,execute,SELECT,sqlite_master,"""SELECT 1 FROM sqlite_master WHERE type = 'table' AND name = ? LIMIT 1""",SELECT 1 FROM sqlite_master WHERE type = 'table' AND name = ? LIMIT 1,"(table_name,)"
async,polylogue/storage/sqlite/queries/session_insight_run_projection_reads.py,82,list_runs,52,84,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_run_projection_reads.py,118,list_observed_events,87,120,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_run_projection_reads.py,152,list_context_snapshots,123,154,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_summary_queries.py,45,list_session_tag_rollup_rows,18,47,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_summary_queries.py,58,replace_session_tag_rollup_rows,50,88,execute,DELETE,session_tag_rollups,"""DELETE FROM session_tag_rollups WHERE source_name = ? AND bucket_day = ?""",DELETE FROM session_tag_rollups WHERE source_name = ? AND bucket_day = ?,"(source_name, bucket_day)"
async,polylogue/storage/sqlite/queries/session_insight_summary_queries.py,63,replace_session_tag_rollup_rows,50,88,executemany,INSERT,session_tag_rollups,"""""""
            INSERT INTO session_tag_rollups (
                tag,
                bucket_day,
                source_name,
                materializer_version,
                materialized_at,
                source_updated_at,
                source_sort_key,
                input_high_water_mark,
                input_high_water_mark_source,
                input_row_count,
                session_count,
                logical_session_count,
                logical_session_ids_json,
                explicit_count,
                auto_count,
                repo_breakdown_json,
                search_text
            ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
            """"""","INSERT INTO session_tag_rollups ( tag, bucket_day, source_name, materializer_version, materialized_at, source_updated_at, source_sort_key, input_high_water_mark, input_high_water_mark_source, input_row_count, session_count, logical_session_count, logical_session_ids_json, explicit_count, auto_count, repo_breakdown_json, search_text ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)",[session_tag_rollup_insert_values(record) for record in records]
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,75,get_thread,71,80,execute,SELECT,threads,"""SELECT *, thread_id AS root_id FROM threads WHERE thread_id = ?""","SELECT *, thread_id AS root_id FROM threads WHERE thread_id = ?","(thread_id,)"
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,117,list_threads,83,119,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,128,replace_thread,122,158,execute,DELETE,threads,"""DELETE FROM threads WHERE thread_id = ?""",DELETE FROM threads WHERE thread_id = ?,"(thread_id,)"
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,130,replace_thread,122,158,execute,INSERT,threads,"""""""
            INSERT INTO threads (
                thread_id,
                materializer_version,
                materialized_at,
                source_updated_at,
                input_high_water_mark,
                input_high_water_mark_source,
                input_row_count,
                start_time,
                end_time,
                dominant_repo,
                session_ids_json,
                session_count,
                depth,
                branch_count,
                total_messages,
                total_cost_usd,
                wall_duration_ms,
                work_event_breakdown_json,
                payload_json,
                search_text
            ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
            """"""","INSERT INTO threads ( thread_id, materializer_version, materialized_at, source_updated_at, input_high_water_mark, input_high_water_mark_source, input_row_count, start_time, end_time, dominant_repo, session_ids_json, session_count, depth, branch_count, total_messages, total_cost_usd, wall_duration_ms, work_event_breakdown_json, payload_json, search_text ) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)",thread_insert_values(record)
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,28,_require_threads_fts_ready,21,68,execute,SELECT,sqlite_master,"""""""
            SELECT COUNT(*)
            FROM sqlite_master
            WHERE type='trigger'
              AND name IN ('threads_fts_ai', 'threads_fts_ad', 'threads_fts_au')
            """"""","SELECT COUNT(*) FROM sqlite_master WHERE type='trigger' AND name IN ('threads_fts_ai', 'threads_fts_ad', 'threads_fts_au')",
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,40,_require_threads_fts_ready,21,68,execute,SELECT,threads;threads_fts,"""""""
            SELECT COUNT(*)
            FROM threads AS wt
            LEFT JOIN threads_fts AS f ON f.thread_id = wt.thread_id
            WHERE f.thread_id IS NULL
            """"""",SELECT COUNT(*) FROM threads AS wt LEFT JOIN threads_fts AS f ON f.thread_id = wt.thread_id WHERE f.thread_id IS NULL,
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,50,_require_threads_fts_ready,21,68,execute,SELECT,threads;threads_fts,"""""""
            SELECT COUNT(DISTINCT f.thread_id)
            FROM threads_fts AS f
            LEFT JOIN threads AS wt ON wt.thread_id = f.thread_id
            WHERE wt.thread_id IS NULL
            """"""",SELECT COUNT(DISTINCT f.thread_id) FROM threads_fts AS f LEFT JOIN threads AS wt ON wt.thread_id = f.thread_id WHERE wt.thread_id IS NULL,
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,60,_require_threads_fts_ready,21,68,execute,SELECT,threads_fts,"""SELECT COUNT(*) - COUNT(DISTINCT thread_id) FROM threads_fts""",SELECT COUNT(*) - COUNT(DISTINCT thread_id) FROM threads_fts,
async,polylogue/storage/sqlite/queries/session_insight_thread_queries.py,23,_require_threads_fts_ready,21,68,execute,SELECT,sqlite_master,"""SELECT 1 FROM sqlite_master WHERE type='table' AND name='threads_fts'""",SELECT 1 FROM sqlite_master WHERE type='table' AND name='threads_fts',
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,160,get_work_events,156,170,execute,DYNAMIC/OTHER,,"f""""""
        SELECT {_WORK_EVENT_SELECT}
        {_WORK_EVENT_FROM}
        WHERE swe.session_id = ?
        ORDER BY swe.position
        """"""","f"""""" SELECT {_WORK_EVENT_SELECT} {_WORK_EVENT_FROM} WHERE swe.session_id = ? ORDER BY swe.position """"""","(session_id,)"
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,177,get_session_phases,173,187,execute,DYNAMIC/OTHER,,"f""""""
        SELECT {_PHASE_SELECT}
        {_PHASE_FROM}
        WHERE sph.session_id = ?
        ORDER BY sph.position
        """"""","f"""""" SELECT {_PHASE_SELECT} {_PHASE_FROM} WHERE sph.session_id = ? ORDER BY sph.position """"""","(session_id,)"
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,256,list_work_events,190,258,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,304,list_session_phases,261,306,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,113,_require_session_work_events_fts_ready,104,153,execute,SELECT,sqlite_master,"""""""
            SELECT COUNT(*)
            FROM sqlite_master
            WHERE type='trigger'
              AND name IN ('session_work_events_fts_ai', 'session_work_events_fts_ad', 'session_work_events_fts_au')
            """"""","SELECT COUNT(*) FROM sqlite_master WHERE type='trigger' AND name IN ('session_work_events_fts_ai', 'session_work_events_fts_ad', 'session_work_events_fts_au')",
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,125,_require_session_work_events_fts_ready,104,153,execute,SELECT,session_work_events;session_work_events_fts,"""""""
            SELECT COUNT(*)
            FROM session_work_events AS swe
            LEFT JOIN session_work_events_fts AS f ON f.event_id = swe.event_id
            WHERE f.event_id IS NULL
            """"""",SELECT COUNT(*) FROM session_work_events AS swe LEFT JOIN session_work_events_fts AS f ON f.event_id = swe.event_id WHERE f.event_id IS NULL,
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,135,_require_session_work_events_fts_ready,104,153,execute,SELECT,session_work_events;session_work_events_fts,"""""""
            SELECT COUNT(DISTINCT f.event_id)
            FROM session_work_events_fts AS f
            LEFT JOIN session_work_events AS swe ON swe.event_id = f.event_id
            WHERE swe.event_id IS NULL
            """"""",SELECT COUNT(DISTINCT f.event_id) FROM session_work_events_fts AS f LEFT JOIN session_work_events AS swe ON swe.event_id = f.event_id WHERE swe.event_id IS NULL,
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,145,_require_session_work_events_fts_ready,104,153,execute,SELECT,session_work_events_fts,"""SELECT COUNT(*) - COUNT(DISTINCT event_id) FROM session_work_events_fts""",SELECT COUNT(*) - COUNT(DISTINCT event_id) FROM session_work_events_fts,
async,polylogue/storage/sqlite/queries/session_insight_timeline_reads.py,107,_require_session_work_events_fts_ready,104,153,execute,SELECT,sqlite_master,"""SELECT 1 FROM sqlite_master WHERE type='table' AND name='session_work_events_fts'""",SELECT 1 FROM sqlite_master WHERE type='table' AND name='session_work_events_fts',
async,polylogue/storage/sqlite/queries/session_insight_timeline_writes.py,33,_table_has_column,28,37,execute,DYNAMIC/OTHER,,"f""PRAGMA table_info({table})""","f""PRAGMA table_info({table})""",
async,polylogue/storage/sqlite/queries/session_latency_profile_reads.py,45,get_session_latency_profile,41,50,execute,SELECT,session_latency_profiles,"""SELECT * FROM session_latency_profiles WHERE session_id = ?""",SELECT * FROM session_latency_profiles WHERE session_id = ?,"(session_id,)"
async,polylogue/storage/sqlite/queries/session_latency_profile_reads.py,65,find_stuck_session_latency_profiles,53,75,execute,DYNAMIC/OTHER,session_latency_profiles,"f""""""
        SELECT * FROM session_latency_profiles
        WHERE {"" AND "".join(where)}
        ORDER BY stuck_tool_count DESC, COALESCE(last_message_at, source_updated_at, first_message_at) DESC
        LIMIT ?
        """"""","f"""""" SELECT * FROM session_latency_profiles WHERE {"" AND "".join(where)} ORDER BY stuck_tool_count DESC, COALESCE(last_message_at, source_updated_at, first_message_at) DESC LIMIT ? """"""",tuple(params)
async,polylogue/storage/sqlite/queries/session_latency_profile_reads.py,104,list_session_latency_profiles,78,106,execute,DYNAMIC/OTHER,,sql,sql,tuple(params)
async,polylogue/storage/sqlite/queries/session_links.py,155,_quarantine_link,125,167,execute,UPDATE,session_links,"""""""
        UPDATE session_links
           SET status = 'quarantined',
               evidence_json = ?,
               resolved_at_ms = ?
         WHERE src_session_id = ?
           AND dst_origin = ?
           AND dst_native_id = ?
           AND link_type = ?
        """"""","UPDATE session_links SET status = 'quarantined', evidence_json = ?, resolved_at_ms = ? WHERE src_session_id = ? AND dst_origin = ? AND dst_native_id = ? AND link_type = ?","(evidence, observed_at_ms, src_session_id, dst_origin, dst_native_id, link_type)"
async,polylogue/storage/sqlite/queries/session_links.py,184,resolve_session_links_for_session,175,244,execute,SELECT,session_links,"""""""
        SELECT src_session_id, link_type
          FROM session_links
         WHERE resolved_dst_session_id IS NULL
           AND status IS NULL
           AND dst_origin = ?
           AND dst_native_id = ?
        """"""","SELECT src_session_id, link_type FROM session_links WHERE resolved_dst_session_id IS NULL AND status IS NULL AND dst_origin = ? AND dst_native_id = ?","(origin, native_id)"
async,polylogue/storage/sqlite/queries/session_links.py,254,resolve_unresolved_links_for_child,247,315,execute,SELECT,session_links;sessions,"""""""
        SELECT link.link_type, link.dst_origin, link.dst_native_id, dst.session_id AS parent_id
          FROM session_links AS link
          JOIN sessions AS dst
            ON dst.origin = link.dst_origin
           AND dst.native_id = link.dst_native_id
         WHERE link.src_session_id = ?
           AND link.resolved_dst_session_id IS NULL
           AND link.status IS NULL
        """"""","SELECT link.link_type, link.dst_origin, link.dst_native_id, dst.session_id AS parent_id FROM session_links AS link JOIN sessions AS dst ON dst.origin = link.dst_origin AND dst.native_id = link.dst_native_id WHERE link.src_session_id = ? AND link.resolved_dst_session_id IS NULL AND link.status IS NULL","(src_session_id,)"
async,polylogue/storage/sqlite/queries/session_links.py,322,list_session_links_for_session,318,334,execute,SELECT,session_links,"""""""
        SELECT src_session_id, dst_origin, dst_native_id, link_type,
               resolved_dst_session_id, status, method, confidence,
               evidence_json, observed_at_ms, resolved_at_ms
          FROM session_links
         WHERE src_session_id = ?
         ORDER BY link_type, dst_origin, dst_native_id
        """"""","SELECT src_session_id, dst_origin, dst_native_id, link_type, resolved_dst_session_id, status, method, confidence, evidence_json, observed_at_ms, resolved_at_ms FROM session_links WHERE src_session_id = ? ORDER BY link_type, dst_origin, dst_native_id","(session_id,)"
